"training_id","tender_id","department","category","location","estimated_value","final_contract_value","number_of_bidders","winning_vendor","vendor_specialization","is_specialized_for_tender","historical_win_rate","previous_tenders","previous_wins","vendor_a_bid","vendor_b_bid","vendor_c_bid","bid_similarity_percent","a_won_comparable_tenders","b_c_repeatedly_participated","comparable_tenders","average_comparable_price","current_price_vs_comparable_percent","network_relationship_strength","shared_tenders","regional_price_variation","market_price_increase","investigation_priority"
5794,"TND-ML-05794","Public Works Department","Road construction","Bengaluru",36321001.56,39178827.68,10,"Vendor 221","IT Services",True,50.00,72,36,38645152.75,39537846.73,38876120.04,74.95,6,False,15,32978811.18,18.80,0.51,10,6.52,6.57,47.59
5795,"TND-ML-05795","Urban Development Department","Equipment Supply","Hubballi",173939066.39,199799662.84,10,"Vendor 291","Construction",True,59.55,89,53,198375796.52,200957413.27,200653808.18,93.95,9,True,19,148527849.27,34.52,0.96,20,4.56,2.64,82.66
5796,"TND-ML-05796","Municipal Corporation","Consulting","Hubballi",111057599.03,117105163.04,3,"Vendor 160","Consulting",True,77.78,18,14,117366537.82,117314725.87,117802876.75,60.55,5,False,19,106237106.99,10.23,0.40,10,6.38,8.77,42.61
5797,"TND-ML-05797","Public Works Department","Bridge construction","Tumakuru",132978419.64,142376199.05,8,"Vendor 121","Healthcare",True,37.04,81,30,142176860.56,141878693.44,139924942.99,77.31,7,True,8,114165823.95,24.71,0.72,11,7.73,8.53,57.86
5798,"TND-ML-05798","Public Works Department","Infrastructure","Mangaluru",182506199.03,199599104.36,10,"Vendor 255","Healthcare",False,26.00,100,26,198373295.53,196805301.61,198207095.86,81.56,7,False,12,155330042.30,28.50,0.66,12,1.24,3.78,58.75
5799,"TND-ML-05799","Urban Development Department","Bridge construction","Mysuru",122158301.71,128266965.64,9,"Vendor 115","Construction",True,72.50,80,58,128485078.76,126265255.19,128965275.18,74.00,5,False,15,108425161.15,18.30,0.61,8,3.88,5.51,50.94
5800,"TND-ML-05800","Urban Development Department","Healthcare","Mangaluru",134257863.25,147598814.24,9,"Vendor 145","Equipment Supply",True,44.83,29,13,148142849.05,147003257.16,144938847.53,67.02,5,False,12,122580196.20,20.41,0.51,12,4.61,6.33,48.29
5801,"TND-ML-05801","Water Resources Department","Equipment Supply","Ballari",176826182.44,196289822.17,3,"Vendor 219","Infrastructure",False,80.70,57,46,192471456.17,198792472.15,197454033.10,72.01,6,False,10,157296115.21,24.79,0.61,10,2.47,2.11,56.75
5802,"TND-ML-05802","Urban Development Department","IT Services","Davangere",28665850.55,35273731.26,4,"Vendor 401","Infrastructure",True,33.33,30,10,35212493.60,34968785.60,35600975.05,93.66,10,True,5,25369484.51,39.04,0.97,20,6.81,5.33,83.06
5803,"TND-ML-05803","Water Resources Department","Road construction","Mysuru",54487738.99,55611920.76,6,"Vendor 473","Equipment Supply",True,80.00,20,16,55821048.83,55288612.86,55208945.90,65.71,5,False,6,49109785.20,13.24,0.51,11,7.08,3.20,43.72
5804,"TND-ML-05804","Rural Development Department","Equipment Supply","Tumakuru",126093650.01,150396788.14,10,"Vendor 079","IT Services",True,57.73,97,56,150777355.24,148764614.47,151933956.29,93.93,9,False,16,106952629.88,40.62,0.83,16,3.00,8.97,75.87
5805,"TND-ML-05805","Municipal Corporation","Consulting","Bengaluru",145967588.33,144589873.62,5,"Vendor 006","Healthcare",True,30.56,36,11,144985737.87,144866486.13,142126207.77,59.09,5,False,9,132166246.45,9.40,0.45,7,0.75,4.42,34.48
5806,"TND-ML-05806","Public Works Department","Healthcare","Mangaluru",160531541.87,160148424.32,3,"Vendor 323","Construction",False,60.47,86,52,160862856.55,157370741.98,158917208.36,70.82,6,False,5,136145901.83,17.63,0.49,9,2.16,7.31,49.39
5807,"TND-ML-05807","Rural Development Department","Equipment Supply","Davangere",142709940.09,194533798.61,5,"Vendor 026","Consulting",True,53.33,90,48,191881040.91,190885521.29,191798819.89,94.24,9,False,12,137275985.19,41.71,0.83,18,0.26,3.33,82.33
5808,"TND-ML-05808","Rural Development Department","Bridge construction","Ballari",10908090.35,10309549.61,3,"Vendor 133","Consulting",True,67.71,96,65,10105234.01,10334080.74,10434731.65,52.37,3,False,19,9542345.07,8.04,0.35,5,5.68,8.11,31.62
5809,"TND-ML-05809","Public Works Department","Equipment Supply","Mysuru",135892971.14,139257105.93,9,"Vendor 399","Equipment Supply",False,60.87,46,28,138507835.03,140985221.06,138626649.23,65.02,4,False,19,119966493.74,16.08,0.42,10,2.03,8.90,43.77
5810,"TND-ML-05810","Urban Development Department","Bridge construction","Hubballi",108993972.51,114185731.57,10,"Vendor 097","Infrastructure",False,48.00,75,36,112584907.61,112996938.58,112766677.78,68.31,6,False,9,95552913.45,19.50,0.42,6,2.33,2.86,45.36
5811,"TND-ML-05811","Urban Development Department","Consulting","Shivamogga",112345224.94,127224068.22,6,"Vendor 426","Healthcare",True,35.48,93,33,126968159.98,129028365.99,126828687.65,86.91,9,True,15,97902322.60,29.95,0.77,12,2.22,8.87,67.00
5812,"TND-ML-05812","Urban Development Department","Bridge construction","Mangaluru",78834630.61,93684165.16,5,"Vendor 445","Infrastructure",True,62.50,48,30,93033166.34,92214108.51,92574497.06,87.26,9,True,5,68512626.27,36.74,0.76,19,0.18,5.03,83.27
5813,"TND-ML-05813","Rural Development Department","Equipment Supply","Shivamogga",59531026.99,57961008.04,7,"Vendor 199","IT Services",True,44.83,29,13,57306970.46,57311667.30,57648748.49,64.72,5,False,8,51603461.57,12.32,0.34,8,2.84,5.37,37.17
5814,"TND-ML-05814","Urban Development Department","Healthcare","Tumakuru",41331331.01,47811968.97,7,"Vendor 183","Infrastructure",True,46.48,71,33,47012502.25,47385658.86,46881689.18,73.86,6,False,11,39730737.05,20.34,0.64,10,7.29,3.47,52.62
5815,"TND-ML-05815","Urban Development Department","Consulting","Mysuru",68115065.62,78367444.35,6,"Vendor 315","Infrastructure",True,90.91,44,40,78752841.96,77097112.57,77671076.45,87.25,9,True,7,60398801.04,29.75,0.87,18,7.74,6.69,77.87
5816,"TND-ML-05816","Rural Development Department","Consulting","Mysuru",156246337.68,182384037.32,5,"Vendor 265","IT Services",True,59.38,96,57,178927029.29,182694255.90,184611026.73,88.75,7,True,14,140619920.83,29.70,0.75,17,7.13,6.09,71.13
5817,"TND-ML-05817","Public Works Department","Equipment Supply","Shivamogga",185157926.77,234571100.76,5,"Vendor 353","Equipment Supply",True,35.00,40,14,234744576.08,232597910.42,234878510.66,91.63,10,True,5,171445037.83,36.82,0.92,20,2.74,8.20,80.91
5818,"TND-ML-05818","Municipal Corporation","Infrastructure","Tumakuru",64068834.68,77753075.43,9,"Vendor 061","Equipment Supply",True,58.97,78,46,77678690.62,77829052.00,77525786.44,86.10,7,True,6,58788050.38,32.26,0.82,13,6.84,3.87,74.91
5819,"TND-ML-05819","Municipal Corporation","Equipment Supply","Hubballi",182612703.02,173350617.37,5,"Vendor 234","Infrastructure",True,24.07,54,13,171809179.02,170037639.37,171837523.72,54.55,3,False,14,158949768.36,9.06,0.31,7,5.72,3.71,29.05
5820,"TND-ML-05820","Municipal Corporation","Road construction","Mysuru",95421206.78,97618292.64,7,"Vendor 338","IT Services",False,38.46,13,5,96854591.36,98365078.57,96434626.79,74.84,7,False,5,82025285.81,19.01,0.60,12,6.46,2.22,51.56
5821,"TND-ML-05821","Urban Development Department","Infrastructure","Davangere",144768292.34,139488201.07,7,"Vendor 047","Equipment Supply",True,40.28,72,29,138580490.79,138647664.16,140257348.31,64.45,3,False,8,122626989.95,13.75,0.35,8,4.08,3.67,36.49
5822,"TND-ML-05822","Water Resources Department","Consulting","Davangere",57302929.32,57086354.70,7,"Vendor 454","IT Services",True,23.91,46,11,57230425.28,56695295.05,57599704.98,61.90,4,False,14,52609303.01,8.51,0.38,6,1.40,2.94,33.36
5823,"TND-ML-05823","Rural Development Department","Road construction","Belagavi",125630708.08,171174299.56,4,"Vendor 249","Healthcare",True,70.00,100,70,170538288.13,168651161.16,168895769.42,94.44,10,True,5,117766975.96,45.35,0.95,20,1.98,6.81,95.46
5824,"TND-ML-05824","Public Works Department","Healthcare","Belagavi",135276441.85,169331075.43,9,"Vendor 234","IT Services",True,25.00,32,8,168601481.94,169963308.45,172621763.10,76.38,7,False,11,128935563.41,31.33,0.67,16,5.99,3.20,58.04
5825,"TND-ML-05825","Municipal Corporation","Bridge construction","Shivamogga",146675492.95,182397498.81,9,"Vendor 101","IT Services",False,68.42,19,13,178992364.65,183672331.59,178932085.70,81.02,7,True,17,138400105.33,31.79,0.74,14,2.10,3.58,75.81
5826,"TND-ML-05826","Municipal Corporation","Road construction","Shivamogga",27325079.21,30677565.18,7,"Vendor 479","Infrastructure",True,32.00,25,8,30247774.61,30564651.61,30846361.78,70.12,5,False,13,25494527.70,20.33,0.47,12,1.69,6.26,45.54
5827,"TND-ML-05827","Water Resources Department","Infrastructure","Belagavi",90332039.62,120921681.18,3,"Vendor 220","Consulting",False,80.95,21,17,119229672.99,119321371.82,120463575.69,90.82,10,True,8,84774033.36,42.64,0.86,15,2.71,5.74,85.45
5828,"TND-ML-05828","Rural Development Department","Road construction","Davangere",191086943.93,230244105.90,8,"Vendor 495","IT Services",True,84.62,78,66,227289791.74,232150151.59,230860113.94,82.40,8,True,17,179373719.15,28.36,0.72,14,6.16,7.46,68.54
5829,"TND-ML-05829","Public Works Department","Road construction","Belagavi",79576820.83,84568721.81,3,"Vendor 468","IT Services",True,74.29,35,26,84264155.33,83564339.76,85252594.86,61.02,5,False,16,74859451.01,12.97,0.45,6,2.38,8.66,43.01
5830,"TND-ML-05830","Urban Development Department","Road construction","Bengaluru",58932218.16,68879639.57,7,"Vendor 047","IT Services",False,30.00,10,3,68982732.28,68142598.58,69759096.38,75.29,7,False,18,54244479.11,26.98,0.62,11,7.26,5.02,53.40
5831,"TND-ML-05831","Water Resources Department","Road construction","Tumakuru",115438541.47,145851748.94,8,"Vendor 282","Consulting",True,56.36,55,31,145333630.49,143176519.11,145432602.77,91.94,8,False,19,105338544.66,38.46,0.86,15,7.42,8.13,72.48
5832,"TND-ML-05832","Municipal Corporation","Consulting","Ballari",99849865.92,107019809.89,9,"Vendor 116","Equipment Supply",False,63.75,80,51,106054523.11,105251057.17,108078713.87,74.45,6,False,12,87249152.04,22.66,0.59,8,5.95,1.25,54.50
5833,"TND-ML-05833","Municipal Corporation","Healthcare","Hubballi",87722359.53,109680162.84,7,"Vendor 285","IT Services",True,80.00,15,12,107570505.91,109698389.35,110770113.32,85.87,7,True,19,84668953.87,29.54,0.79,15,4.53,5.00,71.94
5834,"TND-ML-05834","Public Works Department","Equipment Supply","Mysuru",86804949.13,96870349.54,10,"Vendor 377","Construction",True,66.67,15,10,96684843.97,96013486.24,95177925.60,74.33,5,False,5,81829996.23,18.38,0.60,12,7.76,7.31,50.90
5835,"TND-ML-05835","Public Works Department","Equipment Supply","Shivamogga",17313304.94,16919733.98,5,"Vendor 136","Healthcare",True,58.62,87,51,16699602.67,16617389.96,16731950.28,60.38,3,False,16,15260876.68,10.87,0.28,6,1.27,4.31,38.71
5836,"TND-ML-05836","Water Resources Department","Bridge construction","Mysuru",61505863.52,82242127.99,4,"Vendor 274","Construction",True,66.67,15,10,80807181.33,80656628.40,83206602.47,91.08,9,False,18,58439656.07,40.73,0.95,19,2.63,2.13,84.27
5837,"TND-ML-05837","Municipal Corporation","Road construction","Ballari",62230100.01,75430228.31,7,"Vendor 373","Equipment Supply",True,56.76,37,21,74455986.68,73986831.82,75541293.51,86.51,8,True,6,54918258.69,37.35,0.88,15,1.67,4.45,79.41
5838,"TND-ML-05838","Urban Development Department","Bridge construction","Bengaluru",59037529.45,75123144.42,8,"Vendor 413","Equipment Supply",True,83.12,77,64,75213067.61,74655442.45,74194207.61,91.92,9,False,18,54646937.09,37.47,0.88,18,5.22,6.09,74.58
5839,"TND-ML-05839","Municipal Corporation","Consulting","Hubballi",146785037.47,133394092.57,5,"Vendor 005","Equipment Supply",False,48.81,84,41,131248220.24,131570899.96,136061391.48,56.99,3,False,10,127454703.39,4.66,0.34,6,7.81,7.14,27.62
5840,"TND-ML-05840","Rural Development Department","Consulting","Shivamogga",98568141.44,108109574.12,7,"Vendor 300","Consulting",True,67.12,73,49,108076974.56,108729589.04,109145047.59,79.65,6,False,17,83779893.15,29.04,0.72,13,0.77,6.54,64.64
5841,"TND-ML-05841","Rural Development Department","IT Services","Belagavi",168053078.77,197731935.86,3,"Vendor 022","Equipment Supply",False,84.29,70,59,194705588.84,197909716.85,197530813.32,72.32,6,False,8,161677788.93,22.30,0.59,9,7.37,8.23,57.17
5842,"TND-ML-05842","Rural Development Department","Healthcare","Belagavi",108684575.81,138260738.62,9,"Vendor 371","Equipment Supply",False,63.41,82,52,138295729.56,137227090.97,139644371.48,93.13,10,True,10,100261594.36,37.90,0.88,17,0.09,7.23,85.88
5843,"TND-ML-05843","Municipal Corporation","IT Services","Mysuru",148620102.26,153061337.21,8,"Vendor 243","Infrastructure",True,30.00,20,6,152563730.76,153039015.05,155500929.70,57.52,3,False,10,144017065.50,6.28,0.30,6,6.65,3.61,27.36
5844,"TND-ML-05844","Water Resources Department","Equipment Supply","Hubballi",172525533.54,186464903.76,3,"Vendor 352","Equipment Supply",True,33.78,74,25,183875629.34,184346032.27,184777293.26,77.51,6,False,17,148471139.23,25.59,0.68,12,5.02,1.38,56.72
5845,"TND-ML-05845","Urban Development Department","Bridge construction","Belagavi",124175462.95,145466370.17,8,"Vendor 226","Healthcare",True,52.94,51,27,142646541.71,145731912.65,148049629.65,75.64,7,False,8,115248272.99,26.22,0.60,14,4.87,1.56,57.56
5846,"TND-ML-05846","Water Resources Department","Road construction","Bengaluru",154124535.25,142204097.70,8,"Vendor 275","Healthcare",True,28.30,53,15,139821056.03,140543949.32,141623749.73,55.39,2,False,5,130738344.86,8.77,0.28,6,7.04,7.97,26.42
5847,"TND-ML-05847","Urban Development Department","Road construction","Hubballi",37053732.92,49189764.37,3,"Vendor 425","Equipment Supply",False,74.42,86,64,48921824.95,48842720.66,48879845.81,95.87,10,True,8,36057590.07,36.42,0.83,16,6.96,7.58,84.07
5848,"TND-ML-05848","Rural Development Department","Healthcare","Belagavi",106003956.69,139519086.33,9,"Vendor 241","Healthcare",True,33.33,12,4,139583402.15,139084658.13,140980857.43,96.40,10,True,15,100677649.25,38.58,0.85,17,6.32,5.07,79.89
5849,"TND-ML-05849","Rural Development Department","Bridge construction","Ballari",86380801.27,82149437.04,8,"Vendor 074","Infrastructure",True,75.00,80,60,80846594.29,82171414.18,83517584.06,56.74,4,False,14,74444437.73,10.35,0.31,6,3.40,4.02,37.43
5850,"TND-ML-05850","Rural Development Department","Bridge construction","Shivamogga",82659018.60,99109796.67,10,"Vendor 365","IT Services",False,28.77,73,21,97998711.07,98294467.29,101012337.99,94.34,9,True,8,69849740.41,41.89,0.86,15,7.18,2.47,79.49
5851,"TND-ML-05851","Public Works Department","Road construction","Tumakuru",173620043.15,218927913.92,6,"Vendor 049","Equipment Supply",True,71.43,56,40,215009571.67,220832297.06,215631140.82,88.67,8,False,17,162373295.20,34.83,0.84,19,7.90,7.79,76.07
5852,"TND-ML-05852","Urban Development Department","Consulting","Shivamogga",56786192.27,69683814.03,4,"Vendor 137","IT Services",True,58.62,29,17,68590844.91,70029062.05,68346865.48,80.47,8,True,15,53279160.51,30.79,0.65,16,0.01,4.91,73.44
5853,"TND-ML-05853","Public Works Department","Road construction","Udupi",99542890.87,111678344.85,10,"Vendor 348","Healthcare",True,28.07,57,16,110088439.32,111293622.65,111882883.76,80.31,7,True,8,86358138.61,29.32,0.65,16,0.88,2.02,67.14
5854,"TND-ML-05854","Municipal Corporation","Road construction","Ballari",147683596.75,180103014.60,10,"Vendor 045","IT Services",True,31.82,22,7,179188644.36,179772693.77,177201294.86,92.44,9,True,6,131003065.61,37.48,0.97,18,7.14,2.10,77.96
5855,"TND-ML-05855","Municipal Corporation","Road construction","Shivamogga",196089600.52,185618304.33,3,"Vendor 078","Construction",False,48.15,27,13,186453351.42,183715542.38,183498109.68,59.26,5,False,11,166294843.51,11.62,0.45,7,4.98,4.11,37.80
5856,"TND-ML-05856","Rural Development Department","Bridge construction","Bengaluru",181958214.69,215647849.08,8,"Vendor 209","Infrastructure",True,87.10,31,27,216088919.87,212056924.70,219433175.44,92.98,10,True,14,154387062.63,39.68,0.83,19,7.91,1.83,86.26
5857,"TND-ML-05857","Municipal Corporation","Bridge construction","Shivamogga",37711743.74,45533984.39,8,"Vendor 074","Equipment Supply",True,83.33,12,10,45255059.62,44880332.42,45695207.06,97.56,9,True,7,32533569.87,39.96,0.89,17,7.99,5.49,88.01
5858,"TND-ML-05858","Public Works Department","Equipment Supply","Hubballi",188206714.85,197708551.47,3,"Vendor 364","Consulting",False,81.58,38,31,196820668.69,198072752.18,197452283.47,64.71,5,False,12,170423714.74,16.01,0.37,5,5.20,4.51,42.93
5859,"TND-ML-05859","Urban Development Department","Infrastructure","Davangere",110695107.42,132937170.38,3,"Vendor 069","IT Services",True,59.79,97,58,130402783.04,130755371.83,135128599.49,77.92,7,True,8,105313451.94,26.23,0.74,15,2.65,3.54,71.26
5860,"TND-ML-05860","Water Resources Department","Equipment Supply","Shivamogga",182147641.39,190525998.89,7,"Vendor 095","Equipment Supply",True,25.00,92,23,187715735.81,186868611.30,188738517.59,59.25,4,False,19,172281398.76,10.59,0.43,9,0.60,1.46,36.42
5861,"TND-ML-05861","Public Works Department","Road construction","Mysuru",59105827.64,69026170.69,7,"Vendor 356","Healthcare",False,69.79,96,67,68260244.62,69755724.68,69692138.89,91.48,10,True,19,51024667.87,35.28,0.84,18,4.10,7.74,84.72
5862,"TND-ML-05862","Municipal Corporation","IT Services","Davangere",13705524.11,15427509.02,9,"Vendor 082","Infrastructure",False,30.00,20,6,15468800.14,15267123.66,15531058.98,81.47,6,True,11,12004909.36,28.51,0.76,13,0.75,3.99,65.62
5863,"TND-ML-05863","Public Works Department","Healthcare","Ballari",54059274.82,54683759.97,7,"Vendor 104","Consulting",True,75.00,84,63,53759154.44,53921910.89,54846707.36,62.69,5,False,18,48517221.16,12.71,0.33,7,0.75,3.41,45.33
5864,"TND-ML-05864","Municipal Corporation","Infrastructure","Belagavi",125769084.32,134493826.04,6,"Vendor 301","Equipment Supply",False,59.46,37,22,132026277.90,135795294.68,133950997.14,77.86,7,False,10,106631115.55,26.13,0.64,13,3.71,4.35,61.77
5865,"TND-ML-05865","Rural Development Department","Equipment Supply","Davangere",73527298.92,80155050.89,4,"Vendor 405","Healthcare",True,40.48,84,34,80221865.88,79320364.53,79632351.82,67.34,6,False,6,65841178.65,21.74,0.52,11,3.34,4.13,47.35
5866,"TND-ML-05866","Rural Development Department","IT Services","Mangaluru",70540494.05,74517683.05,10,"Vendor 290","IT Services",True,63.10,84,53,73702331.07,73231295.35,75481519.73,69.01,5,False,13,62472906.65,19.28,0.63,10,5.02,7.63,52.57
5867,"TND-ML-05867","Rural Development Department","IT Services","Shivamogga",62163552.54,61822380.21,4,"Vendor 344","IT Services",False,65.52,29,19,61264698.00,61633247.77,61678014.75,62.22,5,False,10,55346804.13,11.70,0.47,9,0.99,5.01,44.31
5868,"TND-ML-05868","Water Resources Department","IT Services","Shivamogga",137827368.86,174748132.13,7,"Vendor 279","Construction",True,31.51,73,23,175000373.54,172499727.67,177429356.87,89.07,8,True,13,130079002.63,34.34,0.81,15,0.44,1.51,74.25
5869,"TND-ML-05869","Urban Development Department","Equipment Supply","Bengaluru",34689101.94,43214126.03,7,"Vendor 360","Infrastructure",False,35.59,59,21,42528787.10,42499165.60,43584365.26,86.93,7,True,8,32790140.40,31.79,0.80,13,6.80,6.80,70.29
5870,"TND-ML-05870","Municipal Corporation","Bridge construction","Hubballi",68757784.66,75060431.52,4,"Vendor 258","Infrastructure",True,60.00,45,27,74903848.71,75667340.39,74468579.90,67.49,5,False,9,61941270.44,21.18,0.52,7,6.84,4.48,48.40
5871,"TND-ML-05871","Water Resources Department","Healthcare","Mangaluru",112042462.12,126413523.60,8,"Vendor 459","IT Services",True,73.53,68,50,124277631.02,124145012.65,128755012.80,84.66,8,True,5,97346006.16,29.86,0.73,14,0.15,2.17,77.06
5872,"TND-ML-05872","Water Resources Department","IT Services","Udupi",116683744.06,115616892.88,10,"Vendor 337","Construction",True,48.65,74,36,114145658.44,114707951.42,117478584.05,60.28,3,False,14,103091299.94,12.15,0.40,8,5.20,7.70,35.21
5873,"TND-ML-05873","Water Resources Department","Bridge construction","Ballari",169502431.75,177558019.18,8,"Vendor 219","Construction",True,34.15,41,14,177229706.94,178506460.94,174137772.33,77.47,7,False,11,144320912.93,23.03,0.54,10,5.59,8.21,50.28
5874,"TND-ML-05874","Water Resources Department","Consulting","Hubballi",90246381.92,84406693.63,8,"Vendor 452","Healthcare",False,39.39,66,26,84716656.68,84704863.41,84079696.75,50.96,3,False,13,80872562.64,4.37,0.32,3,0.63,8.11,26.46
5875,"TND-ML-05875","Water Resources Department","Road construction","Hubballi",125575539.61,139818259.23,9,"Vendor 440","Infrastructure",True,64.21,95,61,139949268.76,137409683.93,139138794.08,73.88,7,False,18,113581039.18,23.10,0.52,9,4.85,7.91,53.84
5876,"TND-ML-05876","Urban Development Department","Bridge construction","Tumakuru",146683635.16,142676847.38,6,"Vendor 394","Infrastructure",True,64.29,28,18,141929956.16,142798696.74,145296041.06,64.24,4,False,13,127663607.18,11.76,0.45,9,2.29,8.70,43.85
5877,"TND-ML-05877","Water Resources Department","Consulting","Davangere",51737547.57,54429004.85,10,"Vendor 110","Construction",False,27.27,44,12,54331184.43,54449056.39,54740915.17,52.99,3,False,15,50077288.48,8.69,0.33,5,5.04,8.75,26.66
5878,"TND-ML-05878","Rural Development Department","Infrastructure","Mysuru",41768150.03,49058199.80,3,"Vendor 063","Consulting",False,43.90,41,18,48276908.69,49117647.18,49543695.53,85.36,8,True,18,37128736.70,32.13,0.73,14,2.23,3.86,74.15
5879,"TND-ML-05879","Water Resources Department","Infrastructure","Hubballi",145903891.30,164035017.89,4,"Vendor 123","Construction",True,81.43,70,57,163768915.89,163831687.57,162053418.54,64.37,6,False,16,141604815.17,15.84,0.51,9,0.15,5.68,52.09
5880,"TND-ML-05880","Urban Development Department","Healthcare","Mysuru",48746977.15,44189443.70,4,"Vendor 087","Equipment Supply",False,80.85,94,76,43443925.53,44431288.88,43448674.52,55.29,3,False,10,41391386.01,6.76,0.37,4,1.60,7.40,36.31
5881,"TND-ML-05881","Municipal Corporation","Equipment Supply","Bengaluru",135616728.69,132291642.98,5,"Vendor 052","Infrastructure",True,39.39,66,26,130276214.50,131805347.17,131247683.47,65.56,4,False,15,114290836.27,15.75,0.40,10,2.74,2.45,43.37
5882,"TND-ML-05882","Public Works Department","Equipment Supply","Mysuru",174296297.52,189426977.90,6,"Vendor 423","IT Services",True,65.00,60,39,188028881.79,186634135.68,189030684.16,71.14,5,False,12,154621645.50,22.51,0.56,9,2.11,2.07,55.74
5883,"TND-ML-05883","Water Resources Department","Infrastructure","Hubballi",167078924.30,189354675.92,10,"Vendor 323","IT Services",True,50.00,32,16,189068023.75,186799443.58,188250057.79,73.08,6,False,5,155297856.08,21.93,0.51,13,7.77,6.37,51.76
5884,"TND-ML-05884","Urban Development Department","Healthcare","Tumakuru",191339053.61,237244308.35,6,"Vendor 323","Infrastructure",True,45.45,11,5,232831959.83,239622953.70,241275202.22,93.85,9,True,15,165974750.49,42.94,0.96,21,2.62,3.18,89.79
5885,"TND-ML-05885","Municipal Corporation","Bridge construction","Mangaluru",167685004.00,197679772.47,9,"Vendor 074","Equipment Supply",False,42.42,33,14,197840124.12,198580374.69,199442815.27,94.40,10,True,9,141088981.85,40.11,0.99,17,4.44,4.01,84.35
5886,"TND-ML-05886","Public Works Department","Road construction","Belagavi",13698918.96,15268601.26,6,"Vendor 027","IT Services",True,22.50,40,9,15001715.08,15148197.47,15383343.87,73.06,6,False,15,12357236.37,23.56,0.53,13,7.31,1.43,49.92
5887,"TND-ML-05887","Water Resources Department","Consulting","Bengaluru",29197373.49,31632311.42,3,"Vendor 068","Consulting",False,42.86,28,12,31749822.92,31320771.42,31305073.39,80.83,8,False,16,25483212.29,24.13,0.71,12,7.46,4.40,58.53
5888,"TND-ML-05888","Municipal Corporation","IT Services","Shivamogga",101508064.94,108562267.27,4,"Vendor 405","IT Services",False,60.00,50,30,107841898.12,107424331.44,108584712.28,62.82,5,False,10,96757813.97,12.20,0.43,6,0.15,5.99,41.13
5889,"TND-ML-05889","Urban Development Department","IT Services","Udupi",26755811.64,29238867.93,8,"Vendor 230","Healthcare",True,61.22,49,30,29250848.76,28669277.47,29069806.56,65.03,4,False,8,25583050.07,14.29,0.41,10,5.24,6.58,40.92
5890,"TND-ML-05890","Rural Development Department","Road construction","Davangere",191619548.43,220234708.30,4,"Vendor 010","IT Services",True,56.25,16,9,217384557.23,222249122.88,224415133.68,82.17,9,True,15,168555570.41,30.66,0.74,16,3.55,5.20,74.44
5891,"TND-ML-05891","Rural Development Department","Road construction","Hubballi",42009546.36,47641645.22,7,"Vendor 456","Equipment Supply",True,60.87,92,56,46729950.60,47092249.70,48520688.51,87.09,10,False,9,35611933.94,33.78,0.83,14,7.35,7.11,70.15
5892,"TND-ML-05892","Rural Development Department","IT Services","Mysuru",195732342.14,195866347.86,3,"Vendor 418","Healthcare",True,76.25,80,61,196131201.00,197285175.59,197765142.62,60.85,4,False,16,180972325.47,8.23,0.36,8,6.65,1.10,36.06
5893,"TND-ML-05893","Rural Development Department","Infrastructure","Ballari",57745191.95,75499268.30,5,"Vendor 151","Infrastructure",False,61.54,13,8,74313543.78,75470693.05,75339856.46,84.08,9,True,16,55461153.53,36.13,0.88,16,2.11,3.07,83.14
5894,"TND-ML-05894","Urban Development Department","Healthcare","Hubballi",52174658.29,48374444.65,4,"Vendor 208","Healthcare",True,70.91,55,39,48455208.58,48027449.87,48834775.29,59.05,3,False,18,45205536.54,7.01,0.28,3,4.38,5.73,31.66
5895,"TND-ML-05895","Municipal Corporation","Equipment Supply","Bengaluru",114914448.29,135639984.34,6,"Vendor 307","Consulting",False,66.67,18,12,135406626.02,134982398.88,135602735.80,81.58,9,True,19,101671527.13,33.41,0.83,17,3.56,7.08,77.18
5896,"TND-ML-05896","Water Resources Department","Healthcare","Mangaluru",186219605.80,173173264.12,3,"Vendor 378","Equipment Supply",True,74.16,89,66,172478761.24,170072055.44,174084052.25,56.84,3,False,5,160613303.77,7.82,0.25,5,7.19,3.44,36.07
5897,"TND-ML-05897","Water Resources Department","Infrastructure","Mysuru",147273936.78,148911169.01,9,"Vendor 120","IT Services",True,66.67,21,14,148847911.80,146861674.06,151247274.82,69.73,5,False,5,125483415.36,18.67,0.39,6,2.35,4.84,46.41
5898,"TND-ML-05898","Public Works Department","Consulting","Udupi",171593040.85,207611568.94,5,"Vendor 416","IT Services",False,34.92,63,22,207484990.96,203670627.58,205022533.66,79.70,7,True,12,159627532.63,30.06,0.76,13,2.25,2.02,67.36
5899,"TND-ML-05899","Rural Development Department","Bridge construction","Shivamogga",170039679.79,220202638.74,7,"Vendor 300","Infrastructure",True,30.88,68,21,216430250.16,221341027.43,216683926.68,92.13,8,True,14,164330327.42,34.00,0.83,17,4.30,2.52,75.87
5900,"TND-ML-05900","Municipal Corporation","Road construction","Tumakuru",13953830.69,17893025.09,7,"Vendor 005","IT Services",True,52.17,23,12,17751635.01,18140387.77,18102279.26,92.30,9,False,15,13197392.75,35.58,0.91,15,3.37,5.36,75.99
5901,"TND-ML-05901","Public Works Department","Road construction","Ballari",175449289.39,217796410.25,7,"Vendor 295","IT Services",True,61.90,42,26,213457486.12,216393471.51,218091531.72,89.46,9,False,10,163830607.98,32.94,0.81,16,3.96,1.18,73.47
