estimated_value,final_contract_value,number_of_bidders,is_specialized_for_tender,historical_win_rate,previous_tenders,previous_wins,vendor_a_bid,vendor_b_bid,vendor_c_bid,bid_similarity_percent,a_won_comparable_tenders,b_c_repeatedly_participated,comparable_tenders,average_comparable_price,current_price_vs_comparable_percent,network_relationship_strength,shared_tenders,regional_price_variation,market_price_increase,price_dev_unexplained,price_dev_explained_by_market,winrate_unexplained,bid_similarity_unexplained,department_Public Works Department,department_Rural Development Department,department_Urban Development Department,department_Water Resources Department,category_Consulting,category_Equipment Supply,category_Healthcare,category_IT Services,category_Infrastructure,category_Road construction,location_Belagavi,location_Bengaluru,location_Davangere,location_Hubballi,location_Mangaluru,location_Mysuru,location_Shivamogga,location_Tumakuru,location_Udupi,vendor_specialization_Consulting,vendor_specialization_Equipment Supply,vendor_specialization_Healthcare,vendor_specialization_IT Services,vendor_specialization_Infrastructure,investigation_priority
52795318.19,47390054.8,5,0,71.7,53,38,47390054.8,47985803.25,49161041.0,97.04,9,0,14,55342555.47,-14.37,0.72,14,3.49,6.49,-14.37,-4.663065,71.7,97.04,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,85.69
28758779.98,29331414.49,8,1,65.62,32,21,29331414.49,30115050.33,30260141.8,96.93,11,0,11,28754214.0,2.01,0.267,5,2.27,10.41,0.0,1.0462049999999998,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30.22
97026936.71,94444362.19,6,0,75.29,85,64,94444362.19,95128763.93,95724602.05,96.63,3,0,20,100170624.55,-5.72,0.315,6,5.74,0.95,-5.72,-0.2717,75.29,96.63,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,69.35
50630376.84,51525198.23,10,0,53.0,100,53,51525198.23,51531764.65,52050434.47,96.16,1,0,9,53706197.48,-4.06,0.633,10,10.02,11.19,-4.06,-2.2715699999999996,53.0,96.16,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,56.32
31124554.35,29490456.06,6,1,71.43,63,45,29490456.06,30360193.92,30553064.58,97.3,15,0,12,33364980.68,-11.61,0.89,16,11.14,4.65,-0.0,-2.699325,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,48.06
60541624.37,55467295.39,10,0,60.42,96,58,55467295.39,55623015.44,55837638.93,95.96,1,1,25,61445650.14,-9.73,0.188,3,4.9,7.46,-9.73,-3.62929,60.42,95.96,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,46.92
180731709.06,175442825.44,7,0,63.64,99,63,175442825.44,176570470.34,179946760.43,97.03,10,0,24,174320065.24,0.64,0.492,8,3.11,4.74,0.64,0.15168,63.64,97.03,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,71.22
70748791.55,71123293.53,8,1,60.87,69,42,71123293.53,71561367.71,73025283.03,98.12,15,0,6,68673999.18,3.57,0.305,6,5.46,11.55,0.0,2.061675,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,29.6
90727763.21,88490178.69,4,0,63.92,97,62,88490178.69,89198607.56,91653836.54,97.26,8,0,28,95959196.63,-7.78,0.616,12,7.47,1.23,-7.78,-0.47847,63.92,97.26,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,81.16
56270283.69,49842072.75,6,0,63.64,55,35,49842072.75,50305821.35,50617400.96,95.72,0,0,14,56793709.48,-12.24,0.612,12,5.01,9.18,-12.24,-5.61816,63.64,95.72,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,69.24
74785646.43,71914791.78,6,0,67.74,62,42,71914791.78,72539142.66,73213930.13,96.59,5,0,13,77865235.71,-7.64,0.146,1,10.98,11.91,-7.64,-4.54962,67.74,96.59,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,38.03
13381991.99,12530683.6,7,0,80.49,41,33,12530683.6,12641504.17,12855075.35,96.64,2,0,12,12173516.9,2.93,0.703,14,8.54,2.24,2.93,0.32816000000000006,80.49,96.64,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,94.02
87149350.62,86145080.01,8,0,33.33,48,16,86145080.01,87549713.74,87781331.81,97.48,9,1,30,88922811.97,-3.12,0.248,3,10.63,1.62,-3.12,-0.25272,33.33,97.48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,43.52
77164233.36,80155951.04,3,0,47.95,73,35,80155951.04,87266990.53,88876153.2,95.88,1,1,9,78037239.85,2.72,0.487,7,5.49,1.24,2.72,0.16864,47.95,95.88,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,67.55
303808735.89,281370702.42,3,0,63.16,19,12,281370702.42,287640525.27,305366414.35,96.82,8,0,19,275701155.73,2.06,0.149,0,6.13,10.8,2.06,1.1124,63.16,96.82,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,41.82
18969874.57,16990955.41,10,0,62.5,24,15,16990955.41,17032578.69,17126609.39,97.6,13,0,7,17277298.62,-1.66,0.518,8,7.44,14.28,-1.66,-1.1852399999999998,62.5,97.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,52.8
24914354.07,25525484.42,3,0,74.36,39,29,25525484.42,25585426.62,27607098.04,96.52,3,0,23,26520479.75,-3.75,0.558,9,1.16,5.53,-3.75,-1.036875,74.36,96.52,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,79.0
74481170.91,76040137.61,3,0,38.78,49,19,76040137.61,80185729.49,95393735.8,90.84,8,0,13,73665005.9,3.22,0.588,11,10.68,12.7,3.22,2.0447,38.78,90.84,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,49.6
47116560.31,42519002.72,4,0,23.33,30,7,42519002.72,45660301.73,46663232.74,96.71,5,0,26,50032563.81,-15.02,0.562,10,6.53,9.25,-15.02,-6.94675,23.33,96.71,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,55.69
23434158.21,21097680.34,3,1,63.64,33,21,21097680.34,21455750.1,22875977.86,96.74,15,0,8,22909253.51,-7.91,0.44,7,3.73,13.29,-0.0,-5.256195,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,29.67
238815420.67,229805814.32,6,0,41.03,78,32,229805814.32,234110304.18,236196628.57,96.36,14,0,8,249318337.93,-7.83,0.979,17,8.5,4.38,-7.83,-1.7147700000000001,41.03,96.36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,82.73
83136025.83,82770125.87,4,0,61.97,71,44,82770125.87,89107704.36,89952846.12,96.97,7,0,17,87181285.37,-5.06,0.663,13,1.74,7.03,-5.06,-1.7785900000000001,61.97,96.97,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,79.4
83939202.57,88420802.15,3,0,64.29,28,18,88420802.15,90480817.96,92003564.39,98.61,1,0,18,82191848.8,7.58,0.548,9,2.79,9.51,7.58,3.6042899999999998,64.29,98.61,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,76.27
23807924.6,21974809.75,10,0,39.29,28,11,21974809.75,22507323.54,22605649.43,97.56,7,1,19,24196197.87,-9.18,0.566,10,11.68,13.23,-9.18,-6.07257,39.29,97.56,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,46.99
54393623.72,58318480.43,3,0,60.0,10,6,58318480.43,61080111.83,62302900.99,97.52,1,0,14,51105928.4,14.11,1.0,19,4.73,13.05,14.11,9.206775,60.0,97.52,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,95.33
19023944.15,19362739.86,8,0,38.46,26,10,19362739.86,19625914.05,19986959.95,97.42,8,1,10,18896519.37,2.47,0.613,10,11.67,9.59,2.47,1.1843650000000001,38.46,97.42,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,55.39
47579458.4,48261234.55,5,0,62.5,16,10,48261234.55,48687065.84,49102567.34,98.4,6,0,15,46347145.44,4.13,0.795,15,10.42,13.06,4.13,2.6968900000000002,62.5,98.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,70.27
39427353.17,36257222.53,5,0,51.14,88,45,36257222.53,36948092.42,37100256.14,95.57,7,0,20,40211302.27,-9.83,0.639,10,8.08,6.91,-9.83,-3.3962650000000005,51.14,95.57,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,63.5
183806286.16,196668364.34,3,0,62.07,29,18,196668364.34,197402790.85,220304157.92,94.95,5,0,14,189864059.74,3.58,0.173,3,1.97,6.33,3.58,1.13307,62.07,94.95,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,54.25
48011639.55,46398339.07,7,0,81.94,72,59,46398339.07,46618687.58,46652919.72,98.2,15,0,11,43348524.18,7.04,0.942,18,7.76,5.55,7.04,1.9535999999999998,81.94,98.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0
106858503.7,105185831.29,8,0,51.11,45,23,105185831.29,108711393.82,110776646.94,97.03,9,0,15,109237305.4,-3.71,0.781,14,11.48,14.02,-3.71,-2.60071,51.11,97.03,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,58.15
51068773.55,47857781.33,3,0,50.54,93,47,47857781.33,49910178.29,51430768.91,97.49,7,0,26,54003505.87,-11.38,0.587,10,3.82,10.62,-11.38,-6.04278,50.54,97.49,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,61.1
42292564.48,40385078.49,9,0,48.65,37,18,40385078.49,42286755.22,42818735.1,97.78,0,0,24,42988979.69,-6.06,0.577,11,10.36,1.81,-6.06,-0.54843,48.65,97.78,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,68.22
26971490.45,25757545.92,7,1,66.67,6,4,25757545.92,26192415.35,26492997.46,97.98,3,0,10,25580645.65,0.69,0.194,3,10.76,10.53,0.0,0.36328499999999997,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,24.18
108725135.74,111088591.19,8,0,21.82,55,12,111088591.19,111320040.33,113207576.51,97.11,3,0,5,116062084.61,-4.29,0.848,14,2.17,4.54,-4.29,-0.9738300000000001,21.82,97.11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,81.76
28784021.82,29231433.01,9,0,69.23,26,18,29231433.01,29833416.46,30009027.72,96.87,14,0,7,27533764.96,6.17,0.365,7,11.47,13.75,6.17,4.241875,69.23,96.87,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,53.1
65939498.8,66105315.64,6,1,70.83,24,17,66105315.64,68480276.7,69303778.53,98.12,6,1,29,68772934.89,-3.88,0.208,4,5.32,12.51,-0.0,-2.4269399999999997,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,26.14
92235116.15,83486275.48,9,0,50.0,10,5,83486275.48,85453929.53,85977525.3,97.17,0,0,27,89002102.52,-6.2,0.129,0,5.12,13.43,-6.2,-4.1633000000000004,50.0,97.17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,32.64
14657590.23,14728468.6,7,1,72.83,92,67,14728468.6,14812159.94,14852356.92,96.37,10,0,22,15253065.04,-3.44,0.073,1,1.95,2.34,-0.0,-0.40247999999999995,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,29.58
23857267.04,21920860.53,4,0,37.97,79,30,21920860.53,22605644.58,23674268.52,90.92,7,0,6,25250511.17,-13.19,0.478,8,1.2,13.77,-13.19,-9.081315,37.97,90.92,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45.53
4010293.2,3943999.08,5,0,64.29,28,18,3943999.08,3954188.22,4055201.41,98.35,11,0,30,3945136.78,-0.03,0.62,10,3.69,8.41,-0.03,-0.012615,64.29,98.35,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,71.67
51806820.64,53781036.46,6,0,61.11,54,33,53781036.46,55711513.14,55879756.42,98.56,12,0,21,47676361.51,12.8,1.0,20,10.23,3.2,12.8,2.048,61.11,98.56,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,100.0
56996447.22,58564383.56,10,0,60.94,64,39,58564383.56,58703923.67,60594053.81,96.95,11,0,11,58172437.34,0.67,0.436,7,10.49,9.96,0.67,0.33366000000000007,60.94,96.95,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,53.02
35266779.51,33024548.41,5,0,36.17,47,17,33024548.41,33465037.98,34399358.0,96.87,1,0,19,36741773.32,-10.12,0.44,8,2.99,13.97,-10.12,-7.06882,36.17,96.87,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,46.42
94604980.07,96871688.8,7,0,76.19,21,16,96871688.8,99825380.6,100549271.07,97.91,4,1,15,102054539.24,-5.08,0.417,7,2.37,6.8,-5.08,-1.7271999999999998,76.19,97.91,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95
74635551.74,68919512.58,9,0,83.33,24,20,68919512.58,69795770.97,70224038.92,96.54,15,0,22,77388871.94,-10.94,0.194,3,10.13,7.85,-10.94,-4.29395,83.33,96.54,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,51.88
36225428.09,34919864.35,9,0,55.56,9,5,34919864.35,36194171.25,36436266.37,97.83,5,1,25,36959589.74,-5.52,0.557,11,6.57,7.34,-5.52,-2.0258399999999996,55.56,97.83,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,66.03
21208106.76,20057732.26,10,0,74.07,54,40,20057732.26,20303161.02,20335149.17,94.31,11,0,30,19503371.73,2.84,0.773,14,4.28,8.31,2.84,1.18002,74.07,94.31,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,85.43
75443050.69,66773276.11,8,1,73.86,88,65,66773276.11,68430307.67,69839157.36,96.96,6,0,11,77121588.79,-13.42,1.0,19,11.77,5.81,-0.0,-3.89851,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,50.41
19416641.64,18123370.3,6,0,68.75,16,11,18123370.3,18387224.14,19530537.52,96.25,0,0,13,20294142.74,-10.7,0.324,4,1.71,1.13,-10.7,-0.6045499999999999,68.75,96.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,67.18
72389755.11,69891306.34,8,0,51.35,74,38,69891306.34,72835125.92,74023485.22,97.29,5,0,8,70197005.33,-0.44,0.647,11,3.35,2.04,-0.44,-0.04488,51.35,97.29,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,78.7
51054559.3,55542485.23,7,1,50.0,92,46,55542485.23,56533851.85,57021760.01,98.95,10,0,14,48780272.51,13.86,0.843,15,2.08,12.43,0.0,8.61399,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,48.69
323622115.76,318360422.6,10,0,31.71,41,13,318360422.6,328235705.41,330483253.79,97.09,9,0,7,332613739.19,-4.29,0.144,0,3.08,12.12,-4.29,-2.59974,31.71,97.09,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,31.55
151839589.16,155514417.71,10,0,64.44,45,29,155514417.71,156618104.94,160076242.07,96.5,13,0,12,148639957.0,4.62,0.758,14,5.35,13.78,4.62,3.1831799999999997,64.44,96.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,72.43
114156848.79,110469989.97,5,0,48.39,62,30,110469989.97,113288312.91,114673831.8,98.05,2,1,8,114205287.16,-3.27,0.291,3,6.32,7.81,-3.27,-1.276935,48.39,98.05,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,45.42
80435105.43,83576519.07,7,0,77.27,22,17,83576519.07,83731349.83,86240677.01,97.41,7,0,27,85680624.21,-2.46,0.072,1,2.14,11.9,-2.46,-1.4637,77.27,97.41,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,45.11
107900512.44,109659744.79,9,0,73.44,64,47,109659744.79,110429888.14,111523047.08,97.22,4,0,10,115256309.79,-4.86,0.829,14,6.78,6.8,-4.86,-1.6523999999999999,73.44,97.22,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,85.39
27355763.89,25560505.96,8,0,80.0,5,4,25560505.96,25774682.81,26177797.84,96.25,0,0,7,24957385.63,2.42,0.85,17,9.42,7.56,2.42,0.91476,80.0,96.25,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,89.16
36430210.76,37799130.17,5,0,34.21,38,13,37799130.17,37960693.33,39056315.59,97.64,6,0,28,35776421.13,5.65,0.358,7,5.01,4.46,5.65,1.2599500000000001,34.21,97.64,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,60.69
151370809.1,155194391.68,5,0,78.57,70,55,155194391.68,155865317.02,159798711.37,97.18,10,0,24,143377501.54,8.24,0.435,6,9.23,8.24,8.24,3.3948800000000006,78.57,97.18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,70.16
111323170.8,118932414.56,4,0,54.55,33,18,118932414.56,120691812.41,120981902.16,99.07,5,0,23,115658190.96,2.83,0.855,16,5.0,13.95,2.83,1.9739250000000002,54.55,99.07,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,73.33
213773457.17,211805524.25,6,0,47.13,87,41,211805524.25,216066153.68,216757242.41,96.36,0,0,10,210679619.48,0.53,0.784,13,11.45,13.87,0.53,0.367555,47.13,96.36,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,56.52
16414012.58,16867085.59,5,0,52.63,57,30,16867085.59,17458798.32,17898072.72,96.48,8,0,28,16528718.24,2.05,1.0,20,3.7,1.24,2.05,0.1271,52.63,96.48,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,100.0
89361102.32,88288353.3,5,0,71.72,99,71,88288353.3,90020980.04,91993203.18,98.2,12,0,26,88663501.76,-0.42,0.283,4,5.18,4.26,-0.42,-0.08946,71.72,98.2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,61.1
184416293.0,173522240.24,5,0,53.85,13,7,173522240.24,178671663.34,183508754.77,97.23,4,0,5,184019945.55,-5.7,0.597,9,11.99,6.13,-5.7,-1.74705,53.85,97.23,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,60.51
34533703.07,34849565.34,8,1,73.17,82,60,34849565.34,35004195.48,35086152.68,97.53,8,0,30,31210067.38,11.66,0.993,18,5.92,0.89,0.0,0.5188699999999999,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,69.07
60484700.23,56366108.6,10,0,43.42,76,33,56366108.6,56978765.0,56996780.87,97.7,2,0,17,55681569.76,1.23,0.652,11,1.21,5.44,1.23,0.33456,43.42,97.7,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,73.91
60485981.55,54280721.33,5,1,80.0,85,68,54280721.33,56535096.41,58896876.76,96.46,7,1,10,57416348.54,-5.46,0.19,2,9.46,13.14,-0.0,-3.5872200000000003,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,24.01
64683442.54,59285082.27,5,0,50.75,67,34,59285082.27,60501601.62,63650389.73,96.38,2,0,10,69543630.68,-14.75,1.0,20,4.24,9.81,-14.75,-7.234875000000001,50.75,96.38,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,85.3
14603723.67,14348380.16,8,0,74.19,93,69,14348380.16,15311135.49,15447618.66,97.87,4,0,12,14146292.1,1.43,0.379,7,5.03,1.33,1.43,0.095095,74.19,97.87,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,75.55
147411299.52,156558470.33,4,1,81.4,86,70,156558470.33,161695134.0,162415923.67,98.46,14,0,26,141720283.91,10.47,0.795,13,6.33,14.28,0.0,7.47558,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,45.5
16203006.07,15227579.67,9,0,60.0,20,12,15227579.67,15320359.16,15326212.69,93.99,4,1,14,14744936.09,3.27,1.0,18,7.41,10.77,3.27,1.7608949999999999,60.0,93.99,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,82.8
97160861.63,93208340.44,8,0,50.0,18,9,93208340.44,93471807.18,94913288.77,96.21,5,0,21,91254199.48,2.14,0.729,14,6.08,0.84,2.14,0.08988,50.0,96.21,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,86.14
322253856.03,289378815.88,8,0,63.64,99,63,289378815.88,301767176.98,302579812.81,97.37,8,0,19,303156286.74,-4.54,0.27,3,1.35,3.6,-4.54,-0.8171999999999999,63.64,97.37,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,59.25
8865909.95,8975003.47,3,0,59.38,32,19,8975003.47,9344478.65,9850516.44,96.73,9,1,7,8503192.09,5.55,0.452,7,10.17,4.02,5.55,1.1155499999999998,59.38,96.73,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,66.76
191386046.38,180148217.42,6,0,82.54,63,52,180148217.42,180792306.85,183749267.15,95.19,7,0,30,177559889.57,1.46,0.956,18,3.95,1.69,1.46,0.12336999999999998,82.54,95.19,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,100.0
41442633.56,40363510.91,6,0,32.26,31,10,40363510.91,40836934.29,41003318.77,96.21,7,0,11,39085366.07,3.27,0.131,2,11.76,1.36,3.27,0.22236000000000003,32.26,96.21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.11
211750509.7,208143216.42,7,0,51.35,74,38,208143216.42,208869366.84,210607166.14,97.53,0,0,28,198940599.0,4.63,0.458,7,4.82,1.65,4.63,0.38197499999999995,51.35,97.53,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,71.9
14662437.31,13778497.78,10,0,58.33,12,7,13778497.78,13970316.95,14188245.59,97.37,5,1,11,14111873.38,-2.36,0.983,19,11.64,5.18,-2.36,-0.61124,58.33,97.37,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,87.0
63034945.48,64506811.79,8,0,65.98,97,64,64506811.79,66353416.42,67635474.35,97.76,5,0,5,59735278.18,7.99,0.815,16,4.63,5.25,7.99,2.097375,65.98,97.76,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,100.0
135705807.8,129490666.33,5,0,74.36,39,29,129490666.33,131675200.05,133634611.86,96.83,11,1,29,130509624.7,-0.78,0.207,2,8.01,13.35,-0.78,-0.5206500000000001,74.36,96.83,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,43.16
46780412.11,46377321.56,10,1,54.55,22,12,46377321.56,47047827.9,47582949.65,96.78,5,0,27,44621923.05,3.93,0.056,0,11.83,3.4,0.0,0.6680999999999999,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,22.81
50760951.26,49965082.41,3,0,43.02,86,37,49965082.41,50069240.65,50198566.39,99.84,10,0,28,48413655.77,3.2,0.74,14,7.51,4.13,3.2,0.6608,43.02,99.84,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,79.9
77356565.75,78671263.22,7,0,53.85,39,21,78671263.22,78776051.85,81020836.63,94.57,12,0,12,78150933.09,0.67,0.405,8,2.66,12.6,0.67,0.42210000000000003,53.85,94.57,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,51.79
62007399.21,57118860.76,3,1,81.13,53,43,57118860.76,57365114.38,61267126.63,96.95,7,0,8,62036370.7,-7.93,0.355,7,3.67,8.28,-0.0,-3.2830199999999996,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,36.15
96320116.18,94985825.31,6,1,56.25,16,9,94985825.31,95037940.65,95436989.36,92.78,6,0,5,98108219.53,-3.18,0.801,16,7.74,14.07,-0.0,-2.23713,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,34.87
76613954.28,70442019.93,8,0,43.59,39,17,70442019.93,70858908.41,72273014.21,94.62,9,0,9,81835787.33,-13.92,0.473,7,4.31,11.85,-13.92,-8.2476,43.59,94.62,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,48.12
39665131.7,35933060.22,6,1,74.07,81,60,35933060.22,36359107.57,36858432.89,97.85,13,0,29,42565699.47,-15.58,0.665,12,9.77,6.37,-0.0,-4.96223,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41.71
88565295.7,80808056.51,4,0,55.0,20,11,80808056.51,81982277.95,88243136.71,95.96,6,0,28,86337070.16,-6.4,0.452,7,9.28,1.58,-6.4,-0.5056,55.0,95.96,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,61.82
31965530.55,32750208.81,6,0,48.48,33,16,32750208.81,33116707.93,33290735.3,97.79,1,0,29,34456186.92,-4.95,0.692,13,10.79,12.3,-4.95,-3.04425,48.48,97.79,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,57.87
108865391.74,99216177.07,9,0,66.32,95,63,99216177.07,99858361.44,101488934.52,97.33,15,0,12,99400243.08,-0.19,0.005,0,8.59,10.63,-0.19,-0.10098500000000002,66.32,97.33,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,35.71
